pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Lady Musgrave	scaffold_8189	932001	933000	NA	0	NA	NA	NA
Lizard	scaffold_8189	932001	933000	NA	0	NA	NA	NA
Moore	scaffold_8189	932001	933000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	932001	933000	NA	0	NA	NA	NA
Moore	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Lizard	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Davies	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Heron	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Chicken	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	933001	934000	NA	0	NA	NA	NA
Davies	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Chicken	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Heron	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Lizard	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Moore	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	934001	935000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Moore	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Lizard	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Chicken	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Davies	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Heron	scaffold_8189	935001	936000	NA	0	NA	NA	NA
Davies	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Chicken	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Heron	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Lizard	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Moore	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	936001	937000	NA	0	NA	NA	NA
Moore	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Lizard	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Heron	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Chicken	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Davies	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	937001	938000	NA	0	NA	NA	NA
Davies	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Chicken	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Heron	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Lizard	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Moore	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	938001	939000	NA	0	NA	NA	NA
Moore	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Heron	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Chicken	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Lizard	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Davies	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	939001	940000	NA	0	NA	NA	NA
Davies	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Chicken	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Heron	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Lizard	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Moore	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	940001	941000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	941001	942000	0.0104001689367543	176	1576	151536	0
Moore	scaffold_8189	941001	942000	0.0155090190757442	176	6218	400928	0
Lizard	scaffold_8189	941001	942000	0.0160618461399711	176	5699	354816	0
Lady Musgrave	scaffold_8189	941001	942000	0.0055871212121212	176	118	21120	0
Heron	scaffold_8189	941001	942000	0.0113996732654237	176	1898	166496	0
Little Broadhurst	scaffold_8189	941001	942000	0.0113438390877415	176	1719	151536	0
Chicken	scaffold_8189	941001	942000	0.0231118881118881	176	1322	57200	0
Davies	scaffold_8189	941001	942000	0.0148147276770465	176	34003	2295216	0
Chicken	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Heron	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Lizard	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Moore	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Davies	scaffold_8189	942001	943000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Moore	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Lizard	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Chicken	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Davies	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Heron	scaffold_8189	943001	944000	NA	0	NA	NA	NA
Moore	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Lizard	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Heron	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Davies	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Chicken	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	944001	945000	NA	0	NA	NA	NA
Davies	scaffold_8189	945001	946000	0.0314393068016256	134	54940	1747494	0
Chicken	scaffold_8189	945001	946000	0.037060849598163	134	1614	43550	0
Little Broadhurst	scaffold_8189	945001	946000	0.0317922582210896	134	3668	115374	0
Heron	scaffold_8189	945001	946000	0.0161717837871951	134	2050	126764	0
Lady Musgrave	scaffold_8189	945001	946000	0.010820895522388	134	174	16080	0
Lizard	scaffold_8189	945001	946000	0.0400342039800995	134	10815	270144	0
Moore	scaffold_8189	945001	946000	0.0428465661158649	134	13079	305252	0
Pelorus	scaffold_8189	945001	946000	0.0198918300483644	134	2295	115374	0
Pelorus	scaffold_8189	946001	947000	0.023949697625055	29	598	24969	0
Moore	scaffold_8189	946001	947000	0.0309860434137628	29	2047	66062	0
Lizard	scaffold_8189	946001	947000	0.0403667214012041	29	2360	58464	0
Davies	scaffold_8189	946001	947000	0.0234512373442908	29	8869	378189	0
Heron	scaffold_8189	946001	947000	0.0309470000729022	29	849	27434	0
Little Broadhurst	scaffold_8189	946001	947000	0.0392887180103328	29	981	24969	0
Chicken	scaffold_8189	946001	947000	0.0479575596816976	29	452	9425	0
Lady Musgrave	scaffold_8189	946001	947000	0.0310344827586206	29	108	3480	0
Pelorus	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Moore	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Heron	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Chicken	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Davies	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Lizard	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	947001	948000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Moore	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Lizard	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Heron	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Chicken	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Davies	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	948001	949000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Chicken	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Heron	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Lizard	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Moore	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Davies	scaffold_8189	949001	950000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Moore	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Lizard	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Heron	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Chicken	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Davies	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	950001	951000	NA	0	NA	NA	NA
Moore	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Lizard	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Heron	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Chicken	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Davies	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	951001	952000	NA	0	NA	NA	NA
Davies	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Chicken	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Heron	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Lizard	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Moore	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	952001	953000	NA	0	NA	NA	NA
Moore	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Lizard	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Chicken	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Heron	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Davies	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	953001	954000	NA	0	NA	NA	NA
Davies	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Chicken	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Heron	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Lizard	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Moore	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	954001	955000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Moore	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Lizard	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Heron	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Chicken	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Davies	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	955001	956000	NA	0	NA	NA	NA
Davies	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Chicken	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Heron	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Lizard	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Moore	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	956001	957000	NA	0	NA	NA	NA
Moore	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Chicken	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Heron	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Lizard	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Davies	scaffold_8189	957001	958000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Moore	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Lizard	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Heron	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Davies	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Chicken	scaffold_8189	958001	959000	NA	0	NA	NA	NA
Chicken	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Heron	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Lizard	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Moore	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Davies	scaffold_8189	959001	960000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Moore	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Lizard	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Heron	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Chicken	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Davies	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	960001	961000	NA	0	NA	NA	NA
Moore	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Lizard	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Heron	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Chicken	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Davies	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	961001	962000	NA	0	NA	NA	NA
Davies	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Chicken	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Heron	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Lizard	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Moore	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	962001	963000	NA	0	NA	NA	NA
Moore	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Lizard	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Heron	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Davies	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Chicken	scaffold_8189	963001	964000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Heron	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Lizard	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Moore	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Chicken	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Davies	scaffold_8189	964001	965000	NA	0	NA	NA	NA
Moore	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Chicken	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Davies	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Heron	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Lizard	scaffold_8189	965001	966000	NA	0	NA	NA	NA
Davies	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Chicken	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Heron	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Lizard	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Moore	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	966001	967000	NA	0	NA	NA	NA
Lizard	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Moore	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Chicken	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Heron	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Davies	scaffold_8189	967001	968000	NA	0	NA	NA	NA
Davies	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Chicken	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Heron	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Lizard	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Moore	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	968001	969000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Moore	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Lizard	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Chicken	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Heron	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Davies	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	969001	970000	NA	0	NA	NA	NA
Moore	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Lizard	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Chicken	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Heron	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Davies	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	970001	971000	NA	0	NA	NA	NA
Davies	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Chicken	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Heron	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Lizard	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Moore	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	971001	972000	NA	0	NA	NA	NA
Moore	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Lizard	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Davies	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Heron	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Chicken	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	972001	973000	NA	0	NA	NA	NA
Davies	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Chicken	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Heron	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Lizard	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Moore	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	973001	974000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Moore	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Lizard	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Chicken	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Davies	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Heron	scaffold_8189	974001	975000	NA	0	NA	NA	NA
Davies	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Chicken	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Heron	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Lizard	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Moore	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	975001	976000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Lizard	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Moore	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Heron	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Chicken	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Davies	scaffold_8189	976001	977000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Moore	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Lizard	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Heron	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Davies	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Chicken	scaffold_8189	977001	978000	NA	0	NA	NA	NA
Chicken	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Heron	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Lizard	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Moore	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Davies	scaffold_8189	978001	979000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Moore	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Lizard	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Heron	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Chicken	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Davies	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	979001	980000	NA	0	NA	NA	NA
Moore	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Lizard	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Heron	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Chicken	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Davies	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	980001	981000	NA	0	NA	NA	NA
Davies	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Chicken	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Heron	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Lizard	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Moore	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	981001	982000	NA	0	NA	NA	NA
Moore	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Pelorus	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Lizard	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Heron	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Davies	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Chicken	scaffold_8189	982001	983000	NA	0	NA	NA	NA
Chicken	scaffold_8189	983001	984000	NA	0	NA	NA	NA
Little Broadhurst	scaffold_8189	983001	984000	NA	0	NA	NA	NA
Heron	scaffold_8189	983001	984000	NA	0	NA	NA	NA
Lady Musgrave	scaffold_8189	983001	984000	NA	0	NA	NA	NA
Lizard	scaffold_8189	983001	984000	NA	0	NA	NA	NA
